ID,Principal,Maturity,Coupon Rate,LGD,Counterparty,Number of Bonds,Industry
43015,"$5,000",27-Nov-2017,5.0%,0.522,Goldman Sachs,50,3
47215,"$8,000",22-Jul-2020,7.5%,0.522,Wells Fargo,80,9
53133,"$4,000",4-Feb-2020,5.5%,0.207,TD Bank,40,4
35188,"$6,000",29-Mar-2019,6.0%,0.526,American Express,60,4
41639,"$3,000",29-Jun-2019,3.5%,0.287,HSBC,30,1
58225,"$10,000",12-Sep-2019,5.0%,0.287,Bank of America,100,4
43706,"$5,000",23-Jan-2018,8.5%,0.287,Goldman Sachs,50,3
42370,"$22,000",27-Jun-2019,3.0%,0.207,JPMorgan Chase,220,7
30330,"$5,000",21-Dec-2017,7.0%,0.526,TD Bank,50,1
58048,"$11,000",13-Jan-2020,7.5%,0.207,US Bancorp,110,3
42865,"$13,000",22-May-2019,7.5%,0.292,Goldman Sachs,130,8
47224,"$18,000",7-May-2018,4.0%,0.522,Suntrust,180,6
56481,"$15,000",13-Nov-2018,9.0%,0.207,Bank of America,150,5
57202,"$14,000",8-Jan-2019,5.0%,0.292,Barclays,140,9
33481,"$1,000",21-Jan-2021,8.0%,0.292,Wells Fargo,10,8
60447,"$5,000",17-Apr-2020,8.0%,0.207,Barclays,50,10
57265,"$17,000",30-Nov-2018,8.5%,0.522,Deutsche Bank,170,2
53200,"$2,000",6-Aug-2019,4.5%,0.526,American Express,20,5
32936,"$12,000",5-Jan-2018,8.0%,0.292,Bank of America,120,10
46437,"$6,000",11-Sep-2017,7.0%,0.287,Banco Santander,60,8
47263,"$10,000",23-Jun-2020,3.5%,0.292,JPMorgan Chase,100,4
32288,"$3,000",10-Sep-2017,7.5%,0.287,Deutsche Bank,30,1
34443,"$8,000",17-Apr-2018,4.0%,0.522,Fidelity,80,10
40964,"$5,000",9-Nov-2018,8.0%,0.526,Bank of America,50,3
39886,"$4,000",4-Feb-2020,7.5%,0.522,Bank of America,40,4
36841,"$3,000",13-May-2018,7.5%,0.522,Citigroup,30,8
39299,"$5,000",14-Jun-2019,3.5%,0.287,Goldman Sachs,50,5
41406,"$9,000",14-Sep-2019,3.0%,0.526,Goldman Sachs,90,4
36360,"$13,000",3-Feb-2020,3.5%,0.526,HSBC,130,9
56195,"$8,000",27-Apr-2020,4.0%,0.292,HSBC,80,2
36279,"$6,000",23-Aug-2019,7.0%,0.287,Wells Fargo,60,5
54594,"$5,000",23-Feb-2020,4.5%,0.207,Suntrust,50,10
47876,"$29,000",14-Oct-2020,7.0%,0.207,Banco Santander,290,6
34081,"$5,000",16-Dec-2017,4.0%,0.526,TD Bank,50,4
46691,"$4,000",16-Feb-2021,5.5%,0.522,American Express,40,4
42542,"$7,000",18-Oct-2017,5.5%,0.207,TD Bank,70,3
59033,"$5,000",5-May-2021,4.0%,0.207,Goldman Sachs,50,2
59986,"$5,000",8-Feb-2021,7.5%,0.526,Bank of America,50,9
46057,"$55,000",21-Mar-2018,4.0%,0.292,US Bancorp,550,10
34790,"$7,000",28-Oct-2020,3.0%,0.526,HSBC,70,5
48866,"$10,000",9-Mar-2021,3.0%,0.292,Capital One,100,9
40203,"$10,000",11-Aug-2020,9.0%,0.292,Capital One,100,6
48168,"$5,000",2-Feb-2021,3.5%,0.526,Banco Santander,50,1
40620,"$5,000",24-Oct-2018,3.5%,0.526,Citigroup,50,4
52688,"$11,000",5-Jan-2021,6.5%,0.522,Deutsche Bank,110,2
60599,"$10,000",25-Jul-2018,3.0%,0.287,Banco Santander,100,8
36756,"$9,000",8-Oct-2019,9.0%,0.292,Deutsche Bank,90,5
41933,"$5,000",16-Jul-2018,9.0%,0.207,Suntrust,50,1
39917,"$4,000",8-Feb-2018,7.5%,0.526,Bank of America,40,5
30216,"$4,000",21-Dec-2017,6.0%,0.522,TD Bank,40,1
49543,"$2,000",27-Sep-2018,6.0%,0.522,American Express,20,2
50226,"$9,000",14-Mar-2021,6.5%,0.287,Bank of America,90,9
47379,"$3,000",13-Nov-2020,9.0%,0.292,Banco Santander,30,4
37120,"$5,000",24-Dec-2018,9.0%,0.522,Citigroup,50,4
42701,"$2,000",24-Jan-2020,4.0%,0.207,Capital One,20,8
36785,"$9,000",13-Mar-2018,7.5%,0.287,HSBC,90,6
59605,"$5,000",8-Dec-2017,7.5%,0.526,Suntrust,50,1
35498,"$8,000",8-Feb-2021,5.0%,0.526,Goldman Sachs,80,8
30428,"$3,000",16-Apr-2021,8.5%,0.287,Capital One,30,5
40823,"$5,000",28-Jan-2021,4.0%,0.526,Suntrust,50,5
35502,"$4,000",16-Jun-2019,4.5%,0.292,Bank of America,40,10
48801,"$2,000",13-May-2018,3.5%,0.207,Bank of America,20,5
39101,"$3,000",20-Oct-2019,8.5%,0.526,Suntrust,30,10
47071,"$5,000",7-Jul-2017,6.0%,0.526,Capital One,50,9
35809,"$10,000",29-Mar-2018,8.0%,0.292,TD Bank,100,7
47141,"$12,000",14-Dec-2019,8.0%,0.287,American Express,120,6
37271,"$7,000",9-Apr-2019,5.0%,0.207,JPMorgan Chase,70,2
55130,"$5,000",1-Apr-2018,4.5%,0.287,TD Bank,50,5
34802,"$1,000",14-Jul-2018,6.0%,0.207,Banco Santander,10,7
36249,"$3,000",17-Apr-2019,5.0%,0.287,American Express,30,4
43067,"$4,000",18-Jun-2017,7.5%,0.526,US Bancorp,40,8
34992,"$8,000",28-Dec-2018,3.5%,0.292,TD Bank,80,1
60521,"$6,000",26-Jan-2020,5.5%,0.526,Fidelity,60,1
51213,"$2,000",15-Feb-2020,4.5%,0.522,US Bancorp,20,5
60092,"$17,000",19-Apr-2018,8.5%,0.207,JPMorgan Chase,170,8
44005,"$5,000",19-Jan-2020,7.0%,0.287,Barclays,50,3
43721,"$5,000",31-May-2018,7.0%,0.207,Banco Santander,50,5
58338,"$6,000",13-Aug-2020,7.0%,0.526,Suntrust,60,8
53251,"$6,000",23-Jul-2019,7.0%,0.292,Suntrust,60,4
43910,"$2,000",7-Oct-2017,8.0%,0.207,Fidelity,20,4
51790,"$4,000",14-Dec-2017,3.0%,0.292,US Bancorp,40,10
32937,"$14,000",13-Jan-2021,7.0%,0.287,US Bancorp,140,4
47204,"$15,000",1-Nov-2017,8.0%,0.287,Fidelity,150,3
51464,"$13,000",31-Jul-2019,6.0%,0.207,Citigroup,130,10
36427,"$8,000",2-Nov-2020,8.0%,0.526,TD Bank,80,6
32172,"$7,000",11-Sep-2019,7.5%,0.526,Deutsche Bank,70,1
31908,"$2,000",10-Apr-2019,5.5%,0.522,Capital One,20,10
44775,"$5,000",25-Sep-2020,5.5%,0.522,HSBC,50,6
42312,"$11,000",27-Jan-2019,7.0%,0.287,TD Bank,110,6
31176,"$1,000",24-Dec-2017,8.5%,0.287,TD Bank,10,10
50458,"$50,000",14-Jun-2020,6.0%,0.287,US Bancorp,500,4
39102,"$10,000",18-Oct-2017,3.5%,0.207,Barclays,100,7
49437,"$4,000",8-Apr-2019,4.0%,0.207,TD Bank,40,6
40089,"$5,000",19-Apr-2018,4.0%,0.292,Barclays,50,9
53944,"$11,000",5-Sep-2017,3.5%,0.522,Citigroup,110,4
58999,"$5,000",26-Mar-2019,3.5%,0.522,Bank of America,50,7
41998,"$5,000",6-Sep-2020,5.5%,0.207,Banco Santander,50,4
52540,"$13,000",30-Aug-2018,9.0%,0.287,Citigroup,130,9
54292,"$5,000",6-Feb-2018,3.0%,0.292,American Express,50,6
49073,"$3,000",3-Jun-2020,8.5%,0.287,American Express,30,9
56802,"$4,000",9-May-2020,8.0%,0.287,TD Bank,40,7
55619,"$3,000",27-Oct-2020,3.5%,0.522,Banco Santander,30,5
43088,"$3,000",2-Jul-2018,4.0%,0.526,American Express,30,5
40294,"$16,000",14-Nov-2017,6.0%,0.292,Capital One,160,7
46143,"$9,000",29-Nov-2019,7.5%,0.207,Barclays,90,6
50801,"$17,000",12-Mar-2021,9.0%,0.526,Goldman Sachs,170,9
33647,"$12,000",30-Oct-2017,3.0%,0.292,Goldman Sachs,120,6
46329,"$4,000",25-Oct-2017,6.5%,0.207,Citigroup,40,3
42763,"$6,000",6-Jul-2018,7.0%,0.207,Fidelity,60,2
34033,"$10,000",13-Mar-2019,9.0%,0.522,Goldman Sachs,100,3
54329,"$7,000",8-Mar-2018,4.0%,0.522,US Bancorp,70,5
55343,"$19,000",9-Jun-2017,5.0%,0.522,Deutsche Bank,190,4
57360,"$10,000",20-Oct-2020,5.5%,0.526,Suntrust,100,10
49422,"$13,000",16-Jul-2018,5.5%,0.207,Banco Santander,130,7
52682,"$27,000",1-Jul-2017,6.5%,0.207,Deutsche Bank,270,7
36758,"$7,000",30-Dec-2018,7.5%,0.526,Citigroup,70,1
33554,"$2,000",29-Oct-2019,4.5%,0.522,Fidelity,20,9
39440,"$6,000",23-Sep-2018,4.5%,0.526,Deutsche Bank,60,6
38352,"$2,000",10-Jul-2017,6.0%,0.292,Wells Fargo,20,6
30378,"$11,000",12-Aug-2020,6.0%,0.526,Capital One,110,6
40313,"$9,000",7-May-2020,5.5%,0.287,Citigroup,90,1
54421,"$9,000",20-Mar-2020,5.5%,0.522,Banco Santander,90,3
34355,"$5,000",13-May-2018,8.5%,0.526,Capital One,50,3
38362,"$11,000",25-Dec-2020,3.0%,0.287,JPMorgan Chase,110,8
34269,"$9,000",9-Jun-2017,4.0%,0.287,Barclays,90,4
48950,"$23,000",8-Mar-2018,3.0%,0.522,US Bancorp,230,2
34812,"$13,000",23-Mar-2019,6.5%,0.287,Suntrust,130,4
37911,"$30,000",16-Nov-2020,6.0%,0.207,Wells Fargo,300,3
32604,"$10,000",3-May-2018,6.5%,0.292,US Bancorp,100,6
47897,"$5,000",12-Nov-2018,5.5%,0.526,Suntrust,50,9
41310,"$10,000",10-Sep-2019,6.5%,0.522,Bank of America,100,7
39960,"$7,000",19-Nov-2017,5.5%,0.287,American Express,70,6
32179,"$2,000",28-Dec-2017,4.0%,0.287,Barclays,20,9
54614,"$9,000",5-Aug-2019,9.0%,0.292,Barclays,90,4
48120,"$18,000",16-Apr-2018,8.0%,0.522,Banco Santander,180,3
58647,"$11,000",18-Aug-2019,8.5%,0.522,American Express,110,9
49414,"$6,000",3-Dec-2018,8.5%,0.526,Barclays,60,3
60417,"$3,000",28-Mar-2021,7.5%,0.287,Barclays,30,8
47467,"$4,000",11-Sep-2019,6.0%,0.526,Suntrust,40,5
45262,"$7,000",27-Jul-2018,6.0%,0.287,Goldman Sachs,70,2
44799,"$14,000",2-Oct-2020,8.0%,0.292,Wells Fargo,140,2
34792,"$3,000",18-May-2019,6.0%,0.526,HSBC,30,1
57863,"$2,000",3-May-2019,6.5%,0.292,American Express,20,1
60272,"$6,000",4-Feb-2021,8.0%,0.207,Suntrust,60,3
45808,"$5,000",7-Jul-2019,8.5%,0.287,Bank of America,50,10
48611,"$7,000",28-Nov-2018,4.0%,0.526,Barclays,70,6
37587,"$8,000",11-May-2019,3.5%,0.526,Barclays,80,4
37461,"$6,000",13-Sep-2020,5.0%,0.287,Fidelity,60,10
59682,"$5,000",12-Jul-2019,4.0%,0.287,US Bancorp,50,3
57112,"$8,000",8-Feb-2019,7.5%,0.207,US Bancorp,80,10
47100,"$5,000",21-Sep-2019,7.5%,0.287,Banco Santander,50,3
30373,"$7,000",29-Aug-2017,5.5%,0.526,HSBC,70,7
54451,"$12,000",6-Feb-2020,4.5%,0.287,HSBC,120,2
33681,"$8,000",3-Oct-2019,5.5%,0.526,American Express,80,8
38230,"$4,000",7-Dec-2018,6.0%,0.292,Barclays,40,10
33045,"$5,000",7-Apr-2019,5.5%,0.522,American Express,50,7
41247,"$2,000",16-Aug-2017,4.0%,0.207,Deutsche Bank,20,8
34312,"$7,000",26-Jul-2018,7.0%,0.292,Goldman Sachs,70,10
50308,"$6,000",13-Oct-2019,8.5%,0.207,Capital One,60,8
42998,"$10,000",17-Jan-2021,7.5%,0.287,Banco Santander,100,7
55885,"$4,000",29-Nov-2020,7.5%,0.522,US Bancorp,40,1
53493,"$5,000",13-Jan-2018,4.0%,0.522,Citigroup,50,8
32082,"$3,000",11-Sep-2020,7.0%,0.526,Suntrust,30,6
53534,"$8,000",14-Jul-2018,4.0%,0.292,JPMorgan Chase,80,4
42145,"$12,000",5-Jul-2018,9.0%,0.292,Bank of America,120,10
52915,"$4,000",6-May-2019,4.5%,0.207,TD Bank,40,10
51200,"$20,000",30-Sep-2019,3.5%,0.522,Suntrust,200,3
60285,"$5,000",2-Jun-2019,5.0%,0.207,American Express,50,7
52725,"$2,000",4-Apr-2019,8.0%,0.207,JPMorgan Chase,20,3
39142,"$19,000",5-Jul-2018,5.5%,0.207,US Bancorp,190,2
30285,"$19,000",13-Mar-2021,4.5%,0.287,Capital One,190,4
49002,"$8,000",9-Aug-2017,5.5%,0.287,Citigroup,80,4
59261,"$12,000",20-Dec-2019,3.5%,0.207,American Express,120,6
56094,"$11,000",22-Jun-2019,6.5%,0.522,Citigroup,110,8
47414,"$11,000",20-Jan-2021,5.5%,0.522,Citigroup,110,6
40393,"$4,000",25-Jul-2020,9.0%,0.207,Bank of America,40,9
59280,"$2,000",17-Oct-2017,3.5%,0.522,American Express,20,9
46190,"$7,000",22-Feb-2020,3.5%,0.287,American Express,70,2
58960,"$4,000",8-Dec-2018,7.5%,0.522,Capital One,40,9
39976,"$9,000",25-Jul-2018,6.0%,0.287,Banco Santander,90,10
46574,"$6,000",16-Apr-2018,7.5%,0.526,Suntrust,60,2
53575,"$15,000",23-Jun-2019,5.5%,0.292,TD Bank,150,2
48661,"$7,000",30-Jun-2020,4.0%,0.522,Banco Santander,70,7
41502,"$5,000",19-Apr-2019,3.5%,0.522,HSBC,50,5
48600,"$4,000",11-Dec-2018,9.0%,0.207,JPMorgan Chase,40,8
40764,"$6,000",29-Apr-2020,3.5%,0.292,TD Bank,60,7
41989,"$12,000",17-Apr-2020,5.5%,0.526,US Bancorp,120,2
54996,"$4,000",8-Dec-2019,3.0%,0.207,Capital One,40,4
