ID,Healthcare,Utilities,Technology,Industrials,Financials,Consumer Goods,Basic Materials,Consumer Services,Oil & Gas,Telecommunications,Idiosyncratic
51464,0%,0%,0%,20%,0%,0%,0%,0%,0%,55%,25%
36427,0%,0%,0%,0%,0%,40%,0%,0%,0%,30%,30%
32172,60%,0%,0%,0%,0%,0%,5%,0%,0%,0%,35%
31908,0%,0%,10%,5%,0%,0%,0%,0%,0%,40%,45%
44775,0%,0%,0%,0%,0%,50%,0%,0%,0%,10%,40%
42312,0%,0%,0%,5%,0%,55%,0%,0%,0%,0%,40%
31176,0%,0%,0%,5%,0%,0%,0%,0%,15%,55%,25%
50458,5%,0%,0%,45%,0%,0%,0%,0%,0%,0%,50%
39102,0%,0%,0%,0%,0%,0%,60%,25%,0%,0%,15%
49437,15%,0%,0%,0%,0%,50%,0%,0%,15%,0%,20%
40089,0%,0%,30%,0%,0%,0%,0%,0%,50%,0%,20%
53944,0%,0%,0%,25%,0%,0%,0%,25%,0%,0%,50%
58999,0%,15%,0%,0%,0%,0%,45%,0%,10%,0%,30%
41998,0%,0%,0%,60%,0%,0%,0%,5%,15%,0%,20%
52540,0%,0%,0%,10%,0%,0%,0%,0%,65%,0%,25%
54292,0%,0%,0%,0%,0%,25%,0%,25%,0%,0%,50%
49073,20%,0%,0%,0%,0%,0%,0%,0%,45%,0%,35%
56802,0%,35%,0%,0%,0%,0%,45%,5%,0%,0%,15%
55619,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,50%
43088,0%,0%,0%,0%,60%,0%,0%,0%,0%,0%,40%
40294,5%,20%,0%,0%,0%,0%,35%,0%,0%,0%,40%
46143,25%,0%,0%,0%,0%,40%,0%,0%,0%,0%,35%
50801,0%,0%,0%,0%,0%,0%,0%,0%,60%,0%,40%
33647,0%,0%,0%,0%,0%,35%,0%,15%,0%,0%,50%
46329,0%,0%,40%,0%,0%,20%,15%,0%,0%,0%,25%
42763,0%,55%,0%,0%,0%,0%,0%,0%,0%,5%,40%
34033,0%,0%,55%,0%,0%,10%,0%,0%,0%,0%,35%
54329,0%,0%,0%,0%,60%,5%,0%,0%,0%,0%,35%
55343,0%,0%,0%,75%,0%,0%,0%,0%,0%,0%,25%
57360,5%,0%,0%,20%,0%,0%,0%,0%,0%,50%,25%
49422,0%,0%,0%,5%,0%,0%,45%,0%,0%,0%,50%
52682,0%,15%,0%,0%,0%,0%,60%,0%,0%,0%,25%
36758,50%,0%,0%,0%,0%,0%,10%,0%,0%,0%,40%
33554,0%,0%,25%,0%,0%,0%,0%,0%,35%,0%,40%
39440,0%,30%,0%,0%,0%,45%,0%,0%,0%,0%,25%
38352,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
30378,0%,0%,0%,0%,15%,45%,25%,0%,0%,0%,15%
40313,50%,0%,0%,0%,0%,0%,0%,0%,0%,5%,45%
54421,0%,0%,70%,0%,0%,0%,10%,0%,0%,0%,20%
34355,0%,0%,65%,0%,0%,0%,0%,0%,0%,15%,20%
38362,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,50%
34269,0%,0%,0%,25%,0%,0%,0%,25%,0%,0%,50%
48950,0%,80%,0%,0%,0%,5%,0%,0%,0%,0%,15%
34812,0%,0%,0%,35%,0%,5%,0%,35%,0%,0%,25%
37911,0%,5%,55%,0%,0%,0%,0%,0%,0%,0%,40%
32604,0%,15%,0%,0%,0%,40%,0%,0%,5%,0%,40%
47897,0%,0%,10%,0%,0%,0%,0%,0%,55%,0%,35%
41310,0%,0%,15%,0%,0%,0%,50%,0%,15%,0%,20%
39960,0%,0%,0%,0%,0%,50%,30%,0%,0%,0%,20%
32179,0%,0%,0%,0%,15%,0%,0%,10%,35%,0%,40%
54614,0%,0%,0%,40%,0%,0%,0%,0%,15%,0%,45%
48120,0%,0%,65%,0%,0%,0%,0%,0%,0%,0%,35%
58647,0%,0%,0%,0%,0%,0%,10%,0%,45%,0%,45%
49414,0%,0%,65%,0%,0%,0%,0%,0%,0%,0%,35%
60417,0%,0%,5%,0%,0%,0%,0%,75%,0%,0%,20%
47467,0%,0%,0%,0%,45%,0%,0%,0%,0%,10%,45%
45262,0%,60%,0%,0%,0%,0%,0%,0%,0%,0%,40%
44799,0%,40%,0%,10%,0%,0%,0%,0%,0%,0%,50%
34792,30%,0%,0%,0%,0%,0%,0%,20%,0%,0%,50%
57863,40%,0%,0%,20%,0%,0%,0%,0%,0%,20%,20%
60272,0%,0%,30%,0%,25%,0%,0%,0%,0%,0%,45%
45808,0%,0%,0%,0%,5%,0%,0%,0%,0%,50%,45%
48611,0%,10%,0%,15%,0%,50%,0%,0%,0%,0%,25%
37587,0%,0%,0%,65%,15%,0%,0%,0%,0%,0%,20%
37461,15%,0%,0%,0%,5%,0%,0%,0%,0%,65%,15%
59682,0%,0%,55%,0%,0%,0%,0%,0%,0%,10%,35%
57112,0%,0%,0%,20%,0%,0%,0%,0%,0%,60%,20%
47100,0%,0%,60%,0%,0%,0%,15%,0%,10%,0%,15%
30373,0%,0%,0%,20%,0%,0%,40%,0%,0%,0%,40%
54451,0%,55%,0%,0%,0%,0%,0%,0%,0%,10%,35%
33681,0%,0%,5%,15%,0%,0%,0%,50%,0%,0%,30%
38230,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%
33045,0%,5%,0%,0%,0%,0%,60%,0%,0%,15%,20%
41247,0%,5%,0%,0%,5%,0%,0%,75%,0%,0%,15%
34312,0%,0%,0%,0%,10%,5%,0%,0%,0%,40%,45%
50308,0%,0%,0%,15%,0%,0%,0%,70%,0%,0%,15%
42998,0%,0%,0%,15%,0%,0%,45%,0%,0%,25%,15%
55885,75%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%
53493,0%,15%,0%,0%,0%,0%,0%,45%,0%,0%,40%
32082,0%,0%,0%,25%,0%,55%,0%,0%,0%,0%,20%
53534,0%,25%,0%,50%,0%,0%,0%,0%,0%,10%,15%
42145,0%,0%,0%,0%,0%,0%,0%,20%,0%,30%,50%
52915,0%,0%,0%,0%,0%,0%,0%,10%,0%,45%,45%
51200,0%,0%,40%,0%,0%,0%,0%,0%,0%,30%,30%
60285,0%,0%,0%,0%,0%,0%,50%,0%,0%,5%,45%
52725,0%,0%,45%,0%,0%,0%,5%,0%,15%,0%,35%
39142,0%,35%,0%,0%,0%,15%,0%,0%,0%,5%,45%
30285,0%,0%,0%,70%,0%,0%,5%,0%,0%,0%,25%
49002,0%,0%,0%,40%,0%,20%,0%,0%,0%,0%,40%
59261,0%,0%,20%,0%,0%,35%,0%,0%,0%,20%,25%
56094,0%,0%,20%,0%,0%,0%,0%,35%,0%,0%,45%
47414,0%,0%,0%,5%,15%,35%,0%,0%,0%,0%,45%
40393,25%,10%,0%,0%,0%,0%,0%,0%,45%,0%,20%
59280,0%,15%,0%,0%,0%,0%,0%,0%,45%,0%,40%
46190,0%,40%,0%,0%,0%,15%,0%,0%,0%,5%,40%
58960,0%,0%,0%,0%,0%,0%,0%,5%,50%,0%,45%
39976,5%,20%,0%,0%,0%,0%,0%,0%,0%,50%,25%
46574,0%,25%,0%,10%,0%,0%,0%,25%,0%,0%,40%
53575,0%,45%,0%,0%,0%,0%,10%,0%,0%,0%,45%
48661,0%,10%,0%,0%,0%,0%,60%,0%,10%,0%,20%
41502,0%,25%,0%,0%,55%,0%,0%,0%,0%,0%,20%
48600,0%,0%,0%,30%,0%,0%,0%,35%,0%,0%,35%
40764,0%,5%,0%,0%,0%,0%,40%,5%,0%,0%,50%
41989,0%,50%,0%,0%,0%,0%,0%,0%,25%,0%,25%
54996,10%,0%,0%,50%,0%,0%,5%,0%,0%,0%,35%
